step,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr
1,0.34244971337914465,0.6121159616114378,0.5000397320912957,0.2500426310027193,0.7527734567662199,0.6434401047087002,0.0005
2,0.19863563711941243,0.8103242770433426,0.7098317382335663,0.1338238954811753,0.8781519921834835,0.8013531108816226,0.0005
3,0.14861789904534817,0.862379978775978,0.7788553805351257,0.12935861362192683,0.876183373782925,0.80228932282168,0.0005
4,0.13495125067979097,0.8743497655391693,0.7957187025547028,0.12277702828813455,0.8882666781039057,0.8194459004554444,0.0005
5,0.1298435214161873,0.8787831811904907,0.802271173119545,0.11147479315896235,0.8936105003494941,0.8262205076907685,0.0005
6,0.12465470988303423,0.8830165445804596,0.808365942120552,0.11515477517556526,0.8902328674069898,0.8251555138481353,0.0005
7,0.11951100672036409,0.8872774412631989,0.8146034153699875,0.10761614631630942,0.9003888820102829,0.8378294048433056,0.0005
8,0.11707103778421879,0.888898442029953,0.8171908811330796,0.09801879952737909,0.9058483554098659,0.8458795608160738,0.0005
9,0.11389146383851767,0.8921391115188598,0.8227062903642655,0.09864466038798382,0.903804409170817,0.8430720236962903,0.0005
10,0.11111293675750494,0.8951884663105011,0.8265622253417969,0.0967502961243817,0.9069698187048564,0.8472775540903895,0.0005
11,0.10776187591254711,0.8978350912332534,0.8300671920776367,0.0973909375873095,0.905524557460092,0.8449096350731726,0.0005
12,0.10794021420180798,0.8976535149812699,0.8300242229700089,0.09633128688542429,0.9113931683247198,0.8525133586810258,0.0005
13,0.10851532561331988,0.8974356868267059,0.8298656924962997,0.10328515430172522,0.9008905010190077,0.8396974078671423,0.0005
14,0.10504462820291519,0.8998694533109665,0.8337526360750198,0.0912676827755279,0.9138133114207528,0.8576552706088373,0.0005
15,0.10325613223761321,0.9018562227487564,0.8365431824922561,0.09353821703833258,0.9131846435055762,0.8534525580510883,0.0005
16,0.10227847674489021,0.9030475300550461,0.838282579421997,0.09721639197312311,0.9072438163790636,0.8453177016176388,0.0005
17,0.10205009550601243,0.903089348912239,0.8378107919692993,0.0964193775498879,0.9099427108874102,0.8519936701256834,0.0005
18,0.1009671585932374,0.9040208344459534,0.8396624736785888,0.08395826229881384,0.9209860027907137,0.8674385689808699,0.0005
19,0.0996345677152276,0.9050365234613419,0.8408378372192383,0.08841461648127276,0.915543442536257,0.8588913279379199,0.0005
20,0.09994307553768159,0.9053875972032547,0.8417335950136184,0.08451146718687164,0.9181395997544248,0.8635403123087512,0.0005
21,0.09912293558567763,0.904474435210228,0.8403831875324249,0.09052501580196465,0.919406234861134,0.8636658346938516,0.0005
22,0.09769182378053665,0.9067421253919602,0.8435036954879761,0.0840575515725715,0.9222642889993633,0.8699289153435987,0.0005
23,0.09788753556460142,0.9062611507177353,0.8430753197669983,0.0830022922480951,0.9215158406726852,0.8688015918174904,0.0005
24,0.09649663763493299,0.9081729183197021,0.8454186331033706,0.08440533835076525,0.9232450533293917,0.8694738679660294,0.0005
25,0.09487601488083601,0.9088894914388657,0.84700414955616,0.08671780816928118,0.9152465549533715,0.8595394573644726,0.0005
26,0.09596285876631737,0.9089729133844375,0.8468305277824402,0.08552385617917527,0.9178548805608959,0.8634948096351471,0.0005
27,0.0955984278395772,0.9081280076503754,0.8457863067388535,0.08833384275168715,0.9156557459555225,0.8570800628847705,0.0005
28,0.09400369764119387,0.9101669054031372,0.8486376768350601,0.0804103225499332,0.9263966296485322,0.8750174741545124,0.0005
29,0.09295167478173971,0.9112580040693283,0.8503181097507477,0.07939987368286845,0.92614848426954,0.8752484818894468,0.0005
30,0.0934295595958829,0.9109990116357803,0.8497696853876114,0.08163063605864367,0.9230881410087654,0.8703601698794526,0.0005
31,0.0938742355108261,0.9095648142099381,0.8478486539125443,0.0791814602584301,0.9262871745222819,0.8750870021993291,0.0005
32,0.09210714564472437,0.9120604299306869,0.8517308017015457,0.08023666888624133,0.926520768694297,0.8756582779203822,0.0005
33,0.09230313105881215,0.9113479315042495,0.850624603509903,0.07894684681055432,0.9262183998040334,0.874703457671963,0.0005
34,0.09198920676857233,0.9119465798139572,0.8513972028493881,0.07883980944232194,0.9273918928381449,0.8765384146791256,0.0005
35,0.09177028556168079,0.911378186583519,0.8507005445957184,0.08212074944136029,0.9243030953193139,0.871290348009197,0.0005
36,0.09398828468471765,0.9103305151462555,0.8492303298711776,0.08698481891653732,0.9202406976870197,0.8671318734596352,0.0005
37,0.09223935286700725,0.9114933619499207,0.8503129547834396,0.08611744565669886,0.9191445260942577,0.8631826814063295,0.0005
38,0.09219018642604351,0.9120041325092315,0.8513634449243546,0.08212741640230972,0.919603462407213,0.8670390312543172,0.0005
39,0.09047793677449226,0.9133803176879883,0.8534306614398957,0.07989347532034634,0.9268394487346717,0.8748176182339529,0.0005
40,0.09134095380455255,0.9125427325963974,0.8525523648262024,0.08040181603914726,0.9243702907524185,0.87152106057622,0.0005
41,0.08682076682895422,0.9160277881622314,0.8577351621389389,0.07692513391078114,0.9272320113496152,0.8771522162322275,0.00025
42,0.08539800122380256,0.9172977707386016,0.8594698721170425,0.0745734200178982,0.9288436506917614,0.878757591316562,0.00025
43,0.08473126077651978,0.918216105222702,0.8606933745145797,0.07429140705072475,0.9288502953009691,0.8794607574830274,0.00025
44,0.08441437997668981,0.9181955273151398,0.8606677365303039,0.07418162892470341,0.9311827770964114,0.8825671029186059,0.00025
45,0.08471553244441747,0.9179411821365356,0.8606288707256318,0.0732673835381122,0.9311509317980555,0.8823769526210373,0.00025
46,0.08500712871551513,0.9172448164224625,0.8596798278093338,0.07465960385051078,0.9286497015796021,0.8788599982233105,0.00025
47,0.08424271685630083,0.9184514663219452,0.8611558986902237,0.07502369953694933,0.9288392579722071,0.8785577045824238,0.00025
48,0.08444656620919705,0.918712956905365,0.8614178386926651,0.07703178066262109,0.9254631193098194,0.8758112806640937,0.00025
49,0.08420365364849568,0.9184024046659469,0.8611091183423996,0.0777049448244467,0.9243214710981784,0.8734178574618228,0.00025
50,0.08274013973772526,0.9195083075761795,0.8624280582666397,0.07299852245180549,0.9312333911954762,0.8817989227776518,0.00025
51,0.08128723174333573,0.920930683016777,0.8646888805627823,0.07336916884559833,0.9300136327029702,0.8810773634030196,0.000125
52,0.08060951787233353,0.9215331568717956,0.865654506444931,0.07218195866057259,0.9322140034206375,0.8843265370932406,0.000125
53,0.080527469702065,0.9211148067712783,0.865190174818039,0.07250734012640879,0.9315473152967746,0.8833373562542502,0.000125
54,0.08036823143810033,0.9216609325408935,0.8659962306022644,0.07348178678792631,0.9297274703870039,0.8804989745635948,0.000125
55,0.0796872479505837,0.9222171012163162,0.8666380735635757,0.07265419620433135,0.9306793992152947,0.8823163592053983,0.000125
56,0.07958833771944046,0.9224878911972045,0.8669355072975159,0.07400524396516249,0.929595517005749,0.8809469658100676,0.000125
57,0.07943511505424976,0.9222663611173629,0.8666314995288849,0.0711722604952708,0.9323349238750701,0.8844396432716689,0.000125
58,0.08025482917577029,0.9215081778764724,0.8655494484901428,0.07378670361316847,0.9296470603305185,0.8800610833301278,0.000125
59,0.07889363769441843,0.922730273604393,0.867373510837555,0.07251785413739448,0.9314800198087673,0.8826671581782267,0.000125
60,0.07948769303411245,0.922508738398552,0.8673301202058792,0.07147581996154523,0.9326199848137929,0.8848683929253005,0.000125
61,0.07913734479993582,0.9223815467357636,0.8667546206712723,0.0722064531134988,0.9321181806856524,0.8831584994307535,0.000125
62,0.0792124492675066,0.92266916680336,0.8670882388353348,0.07285533582944118,0.9304306823574379,0.8814493655087705,0.000125
63,0.07927338349819184,0.9224442212581635,0.8669387323856353,0.07204902362070993,0.9301740285641181,0.8816911859545641,0.000125
64,0.07871618556231261,0.9228162920475006,0.8676515597105027,0.07438252577762641,0.9299781656193876,0.8813055129108315,0.000125
65,0.0785824323706329,0.9226760207414627,0.8673177300691605,0.07439248144492774,0.9283751799555834,0.8790449049182518,0.000125
66,0.07894246875494719,0.9228479678630829,0.8671605883836746,0.07113080947639462,0.9323203856359699,0.8845140894135077,0.000125
67,0.07767501072585582,0.9243727794885636,0.8699060208797454,0.07027579242077298,0.9335288802187838,0.8857674653420667,6.25e-05
68,0.07735807821154594,0.9241538833379745,0.8695330965518951,0.07081091243349863,0.9328123154992353,0.8852386121859331,6.25e-05
69,0.07668185579776764,0.9245967375040054,0.8702940701246261,0.06985691694278798,0.9341399337122303,0.8867766862500928,6.25e-05
70,0.07705759043246507,0.9246777571439743,0.870075676560402,0.06947097265182021,0.9340918031400312,0.8870098691976475,6.25e-05
71,0.07724032996594905,0.9243909024000168,0.8700437242984772,0.06983647401818259,0.934343450083704,0.8869538605808022,6.25e-05
